,RG Description,RG Descr,REQ Description,REQ Descr,LINE Description,LINE Descr,Course ID,Subject,Catalog
ADVSR,MECHANICAL ENGINEERING TECHNOLOGY BS (2024-PRESENT) 35DBS,76-77 Units Required (RG-62978),REQUIRED CORE,22 Courses Required (RQ-65007),Technical Drawing with GD&T,1 Course Required (LN-080),1823,TECH,2024
ADVSR,MECHANICAL ENGINEERING TECHNOLOGY BS (2024-PRESENT) 35DBS,76-77 Units Required (RG-62978),REQUIRED CORE,22 Courses Required (RQ-65007),Power Technology,1 Course Required (LN-090),1830,TECH,2036
ADVSR,MECHANICAL ENGINEERING TECHNOLOGY BS (2024-PRESENT) 35DBS,76-77 Units Required (RG-62978),REQUIRED CORE,22 Courses Required (RQ-65007),Industrial Robotics,1 Course Required (LN-100),64030,TECH,2065
ADVSR,MECHANICAL ENGINEERING TECHNOLOGY BS (2024-PRESENT) 35DBS,76-77 Units Required (RG-62978),REQUIRED CORE,22 Courses Required (RQ-65007),Engineering Materials,1 Course Required (LN-110),1845,TECH,2072
ADVSR,MECHANICAL ENGINEERING TECHNOLOGY BS (2024-PRESENT) 35DBS,76-77 Units Required (RG-62978),REQUIRED CORE,22 Courses Required (RQ-65007),Statics,1 Course Required (LN-120),64045,ENGR,2080
ADVSR,MECHANICAL ENGINEERING TECHNOLOGY BS (2024-PRESENT) 35DBS,76-77 Units Required (RG-62978),REQUIRED CORE,22 Courses Required (RQ-65007),Strength of Materials,1 Course Required (LN-130),64047,ENGR,2180
ADVSR,MECHANICAL ENGINEERING TECHNOLOGY BS (2024-PRESENT) 35DBS,76-77 Units Required (RG-62978),REQUIRED CORE,22 Courses Required (RQ-65007),Solid Modeling and Additive Manufacturing for Design - 1 Course Required,1 Course Required (LN-140),1867,TECH,3024
ADVSR,MECHANICAL ENGINEERING TECHNOLOGY BS (2024-PRESENT) 35DBS,76-77 Units Required (RG-62978),REQUIRED CORE,22 Courses Required (RQ-65007),Solid Modeling and Additive Manufacturing for Design - 1 Course Required,1 Course Required (LN-140),1867,TECH,5024
ADVSR,MECHANICAL ENGINEERING TECHNOLOGY BS (2024-PRESENT) 35DBS,76-77 Units Required (RG-62978),REQUIRED CORE,22 Courses Required (RQ-65007),Applied Thermodynamics,1 Course Required (LN-150),1872,TECH,3127
ADVSR,MECHANICAL ENGINEERING TECHNOLOGY BS (2024-PRESENT) 35DBS,76-77 Units Required (RG-62978),REQUIRED CORE,22 Courses Required (RQ-65007),Product Design,1 Course Required (LN-160),1880,TECH,3135
ADVSR,MECHANICAL ENGINEERING TECHNOLOGY BS (2024-PRESENT) 35DBS,76-77 Units Required (RG-62978),REQUIRED CORE,22 Courses Required (RQ-65007),Product Design,1 Course Required (LN-160),1880,TECH,5135
ADVSR,MECHANICAL ENGINEERING TECHNOLOGY BS (2024-PRESENT) 35DBS,76-77 Units Required (RG-62978),REQUIRED CORE,22 Courses Required (RQ-65007),Principles of Metal Casting,1 Course Required (LN-170),64018,TECH,3136
ADVSR,MECHANICAL ENGINEERING TECHNOLOGY BS (2024-PRESENT) 35DBS,76-77 Units Required (RG-62978),REQUIRED CORE,22 Courses Required (RQ-65007),Machine Design,1 Course Required (LN-180),1892,TECH,3148
ADVSR,MECHANICAL ENGINEERING TECHNOLOGY BS (2024-PRESENT) 35DBS,76-77 Units Required (RG-62978),REQUIRED CORE,22 Courses Required (RQ-65007),Tooling Practices in Metal Casting,1 Course Required (LN-190),1882,TECH,4137
ADVSR,MECHANICAL ENGINEERING TECHNOLOGY BS (2024-PRESENT) 35DBS,76-77 Units Required (RG-62978),REQUIRED CORE,22 Courses Required (RQ-65007),Hydraulics & Pneumatics,1 Course Required (LN-200),60275,TECH,4162
ADVSR,MECHANICAL ENGINEERING TECHNOLOGY BS (2024-PRESENT) 35DBS,76-77 Units Required (RG-62978),REQUIRED CORE,22 Courses Required (RQ-65007),Senior Design,1 Course Required (LN-210),64049,ENGR,4500
ADVSR,ELECTRICAL ENGINEERING TECHNOLOGY (EET) BS MAJOR (2024-present) 35GBS,75 Units Required (RG-50314),REQUIRED MATHEMATICS,3 Courses Required (RQ-63382),Mathematics - Choose 2 of the Following,2 Courses Required (LN-010),4313,MATH,1140
ADVSR,ELECTRICAL ENGINEERING TECHNOLOGY (EET) BS MAJOR (2024-present) 35GBS,75 Units Required (RG-50314),REQUIRED MATHEMATICS,3 Courses Required (RQ-63382),Mathematics - Choose 2 of the Following,2 Courses Required (LN-010),4314,MATH,1150
ADVSR,ELECTRICAL ENGINEERING TECHNOLOGY (EET) BS MAJOR (2024-present) 35GBS,75 Units Required (RG-50314),REQUIRED MATHEMATICS,3 Courses Required (RQ-63382),Mathematics - Choose 2 of the Following,2 Courses Required (LN-010),4318,MATH,1420
ADVSR,ELECTRICAL ENGINEERING TECHNOLOGY (EET) BS MAJOR (2024-present) 35GBS,75 Units Required (RG-50314),REQUIRED MATHEMATICS,3 Courses Required (RQ-63382),Mathematics - Choose 2 of the Following,2 Courses Required (LN-010),4319,MATH,1421
ADVSR,ELECTRICAL ENGINEERING TECHNOLOGY (EET) BS MAJOR (2024-present) 35GBS,75 Units Required (RG-50314),REQUIRED MATHEMATICS,3 Courses Required (RQ-63382),Introduction to Statistical Methods,1 Course Required (LN-020),4323,STAT,1772
ADVSR,ELECTRICAL ENGINEERING TECHNOLOGY (EET) BS MAJOR (2024-present) 35GBS,75 Units Required (RG-50314),COMPUTER SCIENCE,1 Course Required (RQ-64796),C/C++ Programming,1 Course Required (LN-010),4469,CS,1160
ADVSR,ELECTRICAL ENGINEERING TECHNOLOGY (EET) BS MAJOR (2024-present) 35GBS,75 Units Required (RG-50314),PHYSICS,1 Course Required (RQ-64797),General Physics l,1 Course Required (LN-010),4885,PHYSICS,1511
ADVSR,ELECTRICAL ENGINEERING TECHNOLOGY (EET) BS MAJOR (2024-present) 35GBS,75 Units Required (RG-50314),REQUIRED CORE,18 Courses Required (RQ-64806),College Writing and Research,1 Course Required (LN-0010),3672,ENGLISH,1005
ADVSR,ELECTRICAL ENGINEERING TECHNOLOGY (EET) BS MAJOR (2024-present) 35GBS,75 Units Required (RG-50314),REQUIRED CORE,18 Courses Required (RQ-64806),Technical Writing for Engineering Technologists,1 Course Required (LN-020),61070,ENGLISH,3772
ADVSR,ELECTRICAL ENGINEERING TECHNOLOGY (EET) BS MAJOR (2024-present) 35GBS,75 Units Required (RG-50314),REQUIRED CORE,18 Courses Required (RQ-64806),Technical Writing for Engineering Technologists,1 Course Required (LN-020),61070,ENGLISH,5772
ADVSR,ELECTRICAL ENGINEERING TECHNOLOGY (EET) BS MAJOR (2024-present) 35GBS,75 Units Required (RG-50314),REQUIRED CORE,18 Courses Required (RQ-64806),"Science, Technology, and Ethics (STE)",1 Course Required (LN-030),63470,PHIL,1560
ADVSR,ELECTRICAL ENGINEERING TECHNOLOGY (EET) BS MAJOR (2024-present) 35GBS,75 Units Required (RG-50314),REQUIRED CORE,18 Courses Required (RQ-64806),Introduction to Engineering & Professional Practice,1 Course Required (LN-040),64044,ENGR,1000
ADVSR,ELECTRICAL ENGINEERING TECHNOLOGY (EET) BS MAJOR (2024-present) 35GBS,75 Units Required (RG-50314),REQUIRED CORE,18 Courses Required (RQ-64806),Introduction to Circuits,1 Course Required (LN-050),1831,TECH,1037
ADVSR,ELECTRICAL ENGINEERING TECHNOLOGY (EET) BS MAJOR (2024-present) 35GBS,75 Units Required (RG-50314),REQUIRED CORE,18 Courses Required (RQ-64806),Circuits and Systems,1 Course Required (LN-060),1833,TECH,1039
ADVSR,ELECTRICAL ENGINEERING TECHNOLOGY (EET) BS MAJOR (2024-present) 35GBS,75 Units Required (RG-50314),REQUIRED CORE,18 Courses Required (RQ-64806),Analog Electronics,1 Course Required (LN-070),64013,TECH,2051
ADVSR,ELECTRICAL ENGINEERING TECHNOLOGY (EET) BS MAJOR (2024-present) 35GBS,75 Units Required (RG-50314),REQUIRED CORE,18 Courses Required (RQ-64806),Digital Electronics,1 Course Required (LN-080),64015,TECH,2053
ADVSR,ELECTRICAL ENGINEERING TECHNOLOGY (EET) BS MAJOR (2024-present) 35GBS,75 Units Required (RG-50314),REQUIRED CORE,18 Courses Required (RQ-64806),Electrical Power Systems & Machinery,1 Course Required (LN-090),64016,TECH,2055
ADVSR,ELECTRICAL ENGINEERING TECHNOLOGY (EET) BS MAJOR (2024-present) 35GBS,75 Units Required (RG-50314),REQUIRED CORE,18 Courses Required (RQ-64806),Linear Control Systems,1 Course Required (LN-100),1874,TECH,3129
ADVSR,ELECTRICAL ENGINEERING TECHNOLOGY (EET) BS MAJOR (2024-present) 35GBS,75 Units Required (RG-50314),REQUIRED CORE,18 Courses Required (RQ-64806),Linear Control Systems,1 Course Required (LN-100),1874,TECH,5129
ADVSR,ELECTRICAL ENGINEERING TECHNOLOGY (EET) BS MAJOR (2024-present) 35GBS,75 Units Required (RG-50314),REQUIRED CORE,18 Courses Required (RQ-64806),Microcontroller Applications,1 Course Required (LN-110),1901,TECH,3157
ADVSR,ELECTRICAL ENGINEERING TECHNOLOGY (EET) BS MAJOR (2024-present) 35GBS,75 Units Required (RG-50314),REQUIRED CORE,18 Courses Required (RQ-64806),Microcontroller Applications,1 Course Required (LN-110),1901,TECH,5157
ADVSR,ELECTRICAL ENGINEERING TECHNOLOGY (EET) BS MAJOR (2024-present) 35GBS,75 Units Required (RG-50314),REQUIRED CORE,18 Courses Required (RQ-64806),Computer-Aided Instrumentation and Interfacing,1 Course Required (LN-120),1904,TECH,3160
ADVSR,ELECTRICAL ENGINEERING TECHNOLOGY (EET) BS MAJOR (2024-present) 35GBS,75 Units Required (RG-50314),REQUIRED CORE,18 Courses Required (RQ-64806),Computer-Aided Instrumentation and Interfacing,1 Course Required (LN-120),1904,TECH,5160
ADVSR,ELECTRICAL ENGINEERING TECHNOLOGY (EET) BS MAJOR (2024-present) 35GBS,75 Units Required (RG-50314),REQUIRED CORE,18 Courses Required (RQ-64806),Programmable Logic Controllers (PLCs),1 Course Required (LN-130),1908,TECH,3164
ADVSR,ELECTRICAL ENGINEERING TECHNOLOGY (EET) BS MAJOR (2024-present) 35GBS,75 Units Required (RG-50314),REQUIRED CORE,18 Courses Required (RQ-64806),Electronic Communications,1 Course Required (LN-140),1852,TECH,4103
ADVSR,ELECTRICAL ENGINEERING TECHNOLOGY (EET) BS MAJOR (2024-present) 35GBS,75 Units Required (RG-50314),REQUIRED CORE,18 Courses Required (RQ-64806),Electronic Communications,1 Course Required (LN-140),1852,TECH,5103
ADVSR,ELECTRICAL ENGINEERING TECHNOLOGY (EET) BS MAJOR (2024-present) 35GBS,75 Units Required (RG-50314),REQUIRED CORE,18 Courses Required (RQ-64806),Applied Digital Signal Processing,1 Course Required (LN-150),1853,TECH,4104
ADVSR,ELECTRICAL ENGINEERING TECHNOLOGY (EET) BS MAJOR (2024-present) 35GBS,75 Units Required (RG-50314),REQUIRED CORE,18 Courses Required (RQ-64806),Applied Digital Signal Processing,1 Course Required (LN-150),1853,TECH,5104
ADVSR,ELECTRICAL ENGINEERING TECHNOLOGY (EET) BS MAJOR (2024-present) 35GBS,75 Units Required (RG-50314),REQUIRED CORE,18 Courses Required (RQ-64806),Wireless Communication Networks,1 Course Required (LN-160),1909,TECH,4165
ADVSR,ELECTRICAL ENGINEERING TECHNOLOGY (EET) BS MAJOR (2024-present) 35GBS,75 Units Required (RG-50314),REQUIRED CORE,18 Courses Required (RQ-64806),Wireless Communication Networks,1 Course Required (LN-160),1909,TECH,5165
ADVSR,ELECTRICAL ENGINEERING TECHNOLOGY (EET) BS MAJOR (2024-present) 35GBS,75 Units Required (RG-50314),REQUIRED CORE,18 Courses Required (RQ-64806),Power Electronics Applications,1 Course Required (LN-170),1911,TECH,4167
ADVSR,ELECTRICAL ENGINEERING TECHNOLOGY (EET) BS MAJOR (2024-present) 35GBS,75 Units Required (RG-50314),REQUIRED CORE,18 Courses Required (RQ-64806),Power Electronics Applications,1 Course Required (LN-170),1911,TECH,5167
ADVSR,ELECTRICAL ENGINEERING TECHNOLOGY (EET) BS MAJOR (2024-present) 35GBS,75 Units Required (RG-50314),REQUIRED CORE,18 Courses Required (RQ-64806),Senior Design,1 Course Required (LN-180),64049,ENGR,4500
ADVSR,GRAPHIC TECHNOLOGY BA (2024-present) 3GTBA,62 Units Required (RG-50319),REQUIRED COURSES,21 Courses Required (RQ-64792),Web Development: Client-Side Coding,1 Course Required (LN-010),4457,CS,1100
ADVSR,GRAPHIC TECHNOLOGY BA (2024-present) 3GTBA,62 Units Required (RG-50319),REQUIRED COURSES,21 Courses Required (RQ-64792),College Writing and Research,1 Course Required (LN-020),3672,ENGLISH,1005
ADVSR,GRAPHIC TECHNOLOGY BA (2024-present) 3GTBA,62 Units Required (RG-50319),REQUIRED COURSES,21 Courses Required (RQ-64792),Technical Writing for Engineering Technologists,1 Course Required (LN-030),61070,ENGLISH,3772
ADVSR,GRAPHIC TECHNOLOGY BA (2024-present) 3GTBA,62 Units Required (RG-50319),REQUIRED COURSES,21 Courses Required (RQ-64792),Technical Writing for Engineering Technologists,1 Course Required (LN-030),61070,ENGLISH,5772
ADVSR,GRAPHIC TECHNOLOGY BA (2024-present) 3GTBA,62 Units Required (RG-50319),REQUIRED COURSES,21 Courses Required (RQ-64792),"Science, Technology, and Ethics (STE)",1 Course Required (LN-040),63470,PHIL,1560
ADVSR,GRAPHIC TECHNOLOGY BA (2024-present) 3GTBA,62 Units Required (RG-50319),REQUIRED COURSES,21 Courses Required (RQ-64792),Introduction to Sustainability,1 Course Required (LN-050),60272,TECH,1015
ADVSR,GRAPHIC TECHNOLOGY BA (2024-present) 3GTBA,62 Units Required (RG-50319),REQUIRED COURSES,21 Courses Required (RQ-64792),Introduction to Engineering & Professional Practice,1 Course Required (LN-060),64044,ENGR,1000
ADVSR,GRAPHIC TECHNOLOGY BA (2024-present) 3GTBA,62 Units Required (RG-50319),REQUIRED COURSES,21 Courses Required (RQ-64792),Computer Aided Design and Drafting,1 Course Required (LN-070),64012,TECH,1016
ADVSR,GRAPHIC TECHNOLOGY BA (2024-present) 3GTBA,62 Units Required (RG-50319),REQUIRED COURSES,21 Courses Required (RQ-64792),Graphic Communication Foundations,1 Course Required (LN-080),1840,TECH,1055
ADVSR,GRAPHIC TECHNOLOGY BA (2024-present) 3GTBA,62 Units Required (RG-50319),REQUIRED COURSES,21 Courses Required (RQ-64792),Digital Pre-Media,1 Course Required (LN-090),1844,TECH,2070
ADVSR,GRAPHIC TECHNOLOGY BA (2024-present) 3GTBA,62 Units Required (RG-50319),REQUIRED COURSES,21 Courses Required (RQ-64792),Making Cool Stuff,1 Course Required (LN-100),1859,TECH,2114
ADVSR,GRAPHIC TECHNOLOGY BA (2024-present) 3GTBA,62 Units Required (RG-50319),REQUIRED COURSES,21 Courses Required (RQ-64792),Computer Applications in Technology,1 Course Required (LN-110),1864,TECH,2119
ADVSR,GRAPHIC TECHNOLOGY BA (2024-present) 3GTBA,62 Units Required (RG-50319),REQUIRED COURSES,21 Courses Required (RQ-64792),Introduction to Packaging; 3D Design and Package Prototyping,1 Course Required (LN-120),64017,TECH,2405
ADVSR,GRAPHIC TECHNOLOGY BA (2024-present) 3GTBA,62 Units Required (RG-50319),REQUIRED COURSES,21 Courses Required (RQ-64792),Technical Project Management,1 Course Required (LN-130),59977,TECH,3131
ADVSR,GRAPHIC TECHNOLOGY BA (2024-present) 3GTBA,62 Units Required (RG-50319),REQUIRED COURSES,21 Courses Required (RQ-64792),Technical Project Management,1 Course Required (LN-130),59977,TECH,5131
ADVSR,GRAPHIC TECHNOLOGY BA (2024-present) 3GTBA,62 Units Required (RG-50319),REQUIRED COURSES,21 Courses Required (RQ-64792),Graphic Communications Imaging,1 Course Required (LN-140),1894,TECH,3150
ADVSR,GRAPHIC TECHNOLOGY BA (2024-present) 3GTBA,62 Units Required (RG-50319),REQUIRED COURSES,21 Courses Required (RQ-64792),Graphic Communications Imaging,1 Course Required (LN-140),1894,TECH,5150
ADVSR,GRAPHIC TECHNOLOGY BA (2024-present) 3GTBA,62 Units Required (RG-50319),REQUIRED COURSES,21 Courses Required (RQ-64792),Digital Imaging,1 Course Required (LN-150),1913,TECH,3169
ADVSR,GRAPHIC TECHNOLOGY BA (2024-present) 3GTBA,62 Units Required (RG-50319),REQUIRED COURSES,21 Courses Required (RQ-64792),"Packaging Design, Structure, and Production",3 Units Required (LN-160),64019,TECH,3405
ADVSR,GRAPHIC TECHNOLOGY BA (2024-present) 3GTBA,62 Units Required (RG-50319),REQUIRED COURSES,21 Courses Required (RQ-64792),Graphic Communications Estimating and Management I,1 Course Required (LN-170),1939,TECH,4093
ADVSR,GRAPHIC TECHNOLOGY BA (2024-present) 3GTBA,62 Units Required (RG-50319),REQUIRED COURSES,21 Courses Required (RQ-64792),Graphic Communications Estimating and Management I,1 Course Required (LN-170),1939,TECH,5093
ADVSR,GRAPHIC TECHNOLOGY BA (2024-present) 3GTBA,62 Units Required (RG-50319),REQUIRED COURSES,21 Courses Required (RQ-64792),Digital Graphic Communication,1 Course Required (LN-180),1905,TECH,4161
ADVSR,GRAPHIC TECHNOLOGY BA (2024-present) 3GTBA,62 Units Required (RG-50319),REQUIRED COURSES,21 Courses Required (RQ-64792),Digital Imaging II,1 Course Required (LN-190),60276,TECH,4184
ADVSR,GRAPHIC TECHNOLOGY BA (2024-present) 3GTBA,62 Units Required (RG-50319),REQUIRED COURSES,21 Courses Required (RQ-64792),Digital Imaging II,1 Course Required (LN-190),60276,TECH,5184
ADVSR,GRAPHIC TECHNOLOGY BA (2024-present) 3GTBA,62 Units Required (RG-50319),REQUIRED COURSES,21 Courses Required (RQ-64792),Applied Industrial Supervision and Management,1 Course Required (LN-200),1931,TECH,4187
ADVSR,GRAPHIC TECHNOLOGY BA (2024-present) 3GTBA,62 Units Required (RG-50319),REQUIRED COURSES,21 Courses Required (RQ-64792),Senior Design,1 Course Required (LN-210),64049,ENGR,4500
ADVSR,COMMUNICATION/PUBLIC RELATIONS: SPECIAL EVENTS BA MAJOR (2024-2025) 47BBA,60 Units Required. Must earn a grade of C or better in all major courses. (RG-62028),EMPHASIS OPTION 2: SPECIAL EVENTS,9 Units Required (RQ-64612),Public Relations Special Events Planning,3 Units Required (LN-010),62606,COMM PR,4856
ADVSR,COMMUNICATION/PUBLIC RELATIONS: SPECIAL EVENTS BA MAJOR (2024-2025) 47BBA,60 Units Required. Must earn a grade of C or better in all major courses. (RG-62028),EMPHASIS OPTION 2: SPECIAL EVENTS,9 Units Required (RQ-64612),Public Relations Special Events Planning,3 Units Required (LN-010),62606,COMM PR,5856
ADVSR,COMMUNICATION/PUBLIC RELATIONS: SPECIAL EVENTS BA MAJOR (2024-2025) 47BBA,60 Units Required. Must earn a grade of C or better in all major courses. (RG-62028),EMPHASIS OPTION 2: SPECIAL EVENTS,9 Units Required (RQ-64612),Sports Public Relations,3 Units Required (LN-020),62607,COMM PR,4858
ADVSR,COMMUNICATION/PUBLIC RELATIONS: SPECIAL EVENTS BA MAJOR (2024-2025) 47BBA,60 Units Required. Must earn a grade of C or better in all major courses. (RG-62028),EMPHASIS OPTION 2: SPECIAL EVENTS,9 Units Required (RQ-64612),Sports Public Relations,3 Units Required (LN-020),62607,COMM PR,5858
ADVSR,COMMUNICATION/PUBLIC RELATIONS: SPECIAL EVENTS BA MAJOR (2024-2025) 47BBA,60 Units Required. Must earn a grade of C or better in all major courses. (RG-62028),EMPHASIS OPTION 2: SPECIAL EVENTS,9 Units Required (RQ-64612),Digital Advertising OR Professional Selling,3 Units Required. Select one of the following. (LN-030),829,MKTG,3146
ADVSR,COMMUNICATION/PUBLIC RELATIONS: SPECIAL EVENTS BA MAJOR (2024-2025) 47BBA,60 Units Required. Must earn a grade of C or better in all major courses. (RG-62028),EMPHASIS OPTION 2: SPECIAL EVENTS,9 Units Required (RQ-64612),Digital Advertising OR Professional Selling,3 Units Required. Select one of the following. (LN-030),823,MKTG,3153
ADVSR,COMMUNICATION/PUBLIC RELATIONS: SPECIAL EVENTS BA MAJOR (2024-2025) 47BBA,60 Units Required. Must earn a grade of C or better in all major courses. (RG-62028),EMPHASIS OPTION 2: SPECIAL EVENTS,9 Units Required (RQ-64612),Digital Advertising OR Professional Selling,3 Units Required. Select one of the following. (LN-030),829,MKTG,5146
ADVSR,COMM/DIGITAL MEDIA: DIGITAL MEDIA PRODUCTION BA MAJOR (2024-2025) 48YBA,49 Units Required. Must earn 2.5 Cum GPA to graduate with this major. (RG-60742),DIGITAL MEDIA PRODUCTION REQUIREMENTS,12 Units Required (RQ-64668),Digital Media Distribution OR Digital Media Management,3 Units Required. Select one of the following. (LN-030),60258,COMM DM,4653
ADVSR,COMM/DIGITAL MEDIA: DIGITAL MEDIA PRODUCTION BA MAJOR (2024-2025) 48YBA,49 Units Required. Must earn 2.5 Cum GPA to graduate with this major. (RG-60742),DIGITAL MEDIA PRODUCTION REQUIREMENTS,12 Units Required (RQ-64668),Digital Media Distribution OR Digital Media Management,3 Units Required. Select one of the following. (LN-030),2745,COMM DM,4654
ADVSR,COMM/DIGITAL MEDIA: DIGITAL MEDIA PRODUCTION BA MAJOR (2024-2025) 48YBA,49 Units Required. Must earn 2.5 Cum GPA to graduate with this major. (RG-60742),DIGITAL MEDIA PRODUCTION REQUIREMENTS,12 Units Required (RQ-64668),Digital Media Distribution OR Digital Media Management,3 Units Required. Select one of the following. (LN-030),60258,COMM DM,5653
ADVSR,COMM/DIGITAL MEDIA: DIGITAL MEDIA PRODUCTION BA MAJOR (2024-2025) 48YBA,49 Units Required. Must earn 2.5 Cum GPA to graduate with this major. (RG-60742),DIGITAL MEDIA PRODUCTION REQUIREMENTS,12 Units Required (RQ-64668),Digital Media Distribution OR Digital Media Management,3 Units Required. Select one of the following. (LN-030),2745,COMM DM,5654
ADVSR,COMM/DIGITAL MEDIA: DIGITAL MEDIA PRODUCTION BA MAJOR (2024-2025) 48YBA,49 Units Required. Must earn 2.5 Cum GPA to graduate with this major. (RG-60742),DIGITAL MEDIA PRODUCTION REQUIREMENTS,12 Units Required (RQ-64668),Advanced Digital Media Production,6 Units Required. Select from the following. (LN-020),62011,COMM DM,3651
ADVSR,COMM/DIGITAL MEDIA: DIGITAL MEDIA PRODUCTION BA MAJOR (2024-2025) 48YBA,49 Units Required. Must earn 2.5 Cum GPA to graduate with this major. (RG-60742),DIGITAL MEDIA PRODUCTION REQUIREMENTS,12 Units Required (RQ-64668),Advanced Digital Media Production,6 Units Required. Select from the following. (LN-020),62012,COMM DM,3652
ADVSR,COMM/DIGITAL MEDIA: DIGITAL MEDIA PRODUCTION BA MAJOR (2024-2025) 48YBA,49 Units Required. Must earn 2.5 Cum GPA to graduate with this major. (RG-60742),DIGITAL MEDIA PRODUCTION REQUIREMENTS,12 Units Required (RQ-64668),Advanced Digital Media Production,6 Units Required. Select from the following. (LN-020),62013,COMM DM,3653
ADVSR,COMM/DIGITAL MEDIA: DIGITAL MEDIA PRODUCTION BA MAJOR (2024-2025) 48YBA,49 Units Required. Must earn 2.5 Cum GPA to graduate with this major. (RG-60742),DIGITAL MEDIA PRODUCTION REQUIREMENTS,12 Units Required (RQ-64668),Advanced Digital Media Production,6 Units Required. Select from the following. (LN-020),62014,COMM DM,3654
ADVSR,COMM/DIGITAL MEDIA: DIGITAL MEDIA PRODUCTION BA MAJOR (2024-2025) 48YBA,49 Units Required. Must earn 2.5 Cum GPA to graduate with this major. (RG-60742),DIGITAL MEDIA PRODUCTION REQUIREMENTS,12 Units Required (RQ-64668),Advanced Digital Media Production,6 Units Required. Select from the following. (LN-020),62015,COMM DM,3655
ADVSR,COMM/DIGITAL MEDIA: DIGITAL MEDIA PRODUCTION BA MAJOR (2024-2025) 48YBA,49 Units Required. Must earn 2.5 Cum GPA to graduate with this major. (RG-60742),DIGITAL MEDIA PRODUCTION REQUIREMENTS,12 Units Required (RQ-64668),Digital Media Production II,3 Units Required (LN-010),61050,COMM DM,2651
ADVSR,INTERACTIVE DIGITAL STUDIES BA MAJOR (2024-2025) 48MBA,45-47 Units Required. Must earn 2.5 Cum GPA to graduate with this major. (RG-60714),DIGITAL ADVERTISING BUNDLE,15 Units Required (RQ-63869),Economics,3 Units Required. Select one of the following. (LN-010),5043,ECON,1031
ADVSR,INTERACTIVE DIGITAL STUDIES BA MAJOR (2024-2025) 48MBA,45-47 Units Required. Must earn 2.5 Cum GPA to graduate with this major. (RG-60714),DIGITAL ADVERTISING BUNDLE,15 Units Required (RQ-63869),Economics,3 Units Required. Select one of the following. (LN-010),5044,ECON,1041
ADVSR,INTERACTIVE DIGITAL STUDIES BA MAJOR (2024-2025) 48MBA,45-47 Units Required. Must earn 2.5 Cum GPA to graduate with this major. (RG-60714),DIGITAL ADVERTISING BUNDLE,15 Units Required (RQ-63869),Principles of Marketing,3 Units Required (LN-020),810,MKTG,2110
ADVSR,INTERACTIVE DIGITAL STUDIES BA MAJOR (2024-2025) 48MBA,45-47 Units Required. Must earn 2.5 Cum GPA to graduate with this major. (RG-60714),DIGITAL ADVERTISING BUNDLE,15 Units Required (RQ-63869),Advertising and Promotion,3 Units Required (LN-030),820,MKTG,3143
ADVSR,INTERACTIVE DIGITAL STUDIES BA MAJOR (2024-2025) 48MBA,45-47 Units Required. Must earn 2.5 Cum GPA to graduate with this major. (RG-60714),DIGITAL ADVERTISING BUNDLE,15 Units Required (RQ-63869),Digital Advertising,3 Units Required (LN-040),829,MKTG,3146
ADVSR,INTERACTIVE DIGITAL STUDIES BA MAJOR (2024-2025) 48MBA,45-47 Units Required. Must earn 2.5 Cum GPA to graduate with this major. (RG-60714),DIGITAL ADVERTISING BUNDLE,15 Units Required (RQ-63869),Digital Advertising,3 Units Required (LN-040),829,MKTG,5146
ADVSR,INTERACTIVE DIGITAL STUDIES BA MAJOR (2024-2025) 48MBA,45-47 Units Required. Must earn 2.5 Cum GPA to graduate with this major. (RG-60714),DIGITAL ADVERTISING BUNDLE,15 Units Required (RQ-63869),Select one of the following,3 Units Required (LN-050),833,ENTR,3583
ADVSR,INTERACTIVE DIGITAL STUDIES BA MAJOR (2024-2025) 48MBA,45-47 Units Required. Must earn 2.5 Cum GPA to graduate with this major. (RG-60714),DIGITAL ADVERTISING BUNDLE,15 Units Required (RQ-63869),Select one of the following,3 Units Required (LN-050),833,ENTR,5583
ADVSR,INTERACTIVE DIGITAL STUDIES BA MAJOR (2024-2025) 48MBA,45-47 Units Required. Must earn 2.5 Cum GPA to graduate with this major. (RG-60714),DIGITAL ADVERTISING BUNDLE,15 Units Required (RQ-63869),Select one of the following,3 Units Required (LN-050),63086,MKTG,3148
ADVSR,INTERACTIVE DIGITAL STUDIES BA MAJOR (2024-2025) 48MBA,45-47 Units Required. Must earn 2.5 Cum GPA to graduate with this major. (RG-60714),DIGITAL ADVERTISING BUNDLE,15 Units Required (RQ-63869),Select one of the following,3 Units Required (LN-050),61112,MKTG,4150
ADVSR,INTERACTIVE DIGITAL STUDIES BA MAJOR (2024-2025) 48MBA,45-47 Units Required. Must earn 2.5 Cum GPA to graduate with this major. (RG-60714),DIGITAL ADVERTISING BUNDLE,15 Units Required (RQ-63869),Select one of the following,3 Units Required (LN-050),63086,MKTG,5148
ADVSR,COMM/PUBLIC RELATIONS: STRATEGIC PUBLIC RELATIONS BA MAJOR (2024-2025) 47ABA,60 Units Required. Must earn a grade of C or better in all major courses. (RG-62027),PUBLIC RELATIONS REQUIREMENTS,12 Units Required (RQ-64610),Principles of Public Relations,3 Units Required (LN-010),2791,COMM PR,1811
